probability,average_reward,std_reward
0.1,3.2472118581795204,0.6059705844819907
0.2,3.1725196775813607,0.6366939175606006
0.3,3.201939542452209,0.5085369555830828
0.4,2.979089142235057,0.4916928976211878
0.5,3.1356403545589067,0.5785752213601416
